,company_name,industry_group,company_code,CIN code,industry_type,Defaulter,PAT/CE,PAT/sales,PBIT/sales,Cash Profits/TA,CR,QR,CFO/Debt,cash/CL,NWC/sales,INTCOV,Debt/Equity,cash/COS,NWC_cycle,Debtor_days,Creditor_days,RM_cycle,WIP_cycle,FG_cycle,NWC/TA,RE/TA,PBIR/TA,sales/TA,MVE/BVD
948,Sharadha Terry Products Pvt. Ltd.,Other textiles,219082,U17115TZ1992PTC003799,1,0,0.114220125,0.184718833,0.246170622,0.13665623,5.091498226,2.656380188,-0.072399572,0.003240241,0.607612026,10.82,0.262810349,0.000766256,2340.4,38.47,3.53,183.03,36.49,50.16,0.371982135,0.776340258,0.150706486,0.612203379,0.4
949,Sharda Cropchem Ltd.,Wholesale trading,386010,L51909MH2004PLC145007,1,0,0.121993156,0.088985407,0.162753772,,1.797511925,1.37424262,,1.28916E-05,0.337684884,26.9,,7.15175E-06,5465.7,177.52,233.28,97.95,,66.7,,,,,1.04
951,Sheela Foam Ltd.,Rubber products,219827,L74899DL1971PLC005679,1,0,0.184747535,0.06694418,0.096001862,0.164514336,2.217260562,1.642271839,0.448862356,0.000375883,0.162577949,27.15,0.39806899,5.91958E-05,3003.4,20.22,36.96,30.4,12.49,4.15,0.321075025,0.689198435,0.189593979,1.974898976,1
952,Shirdi Sai Electricals Ltd.,"Generators, transformers & switchgears",414028,U31401TG2010PLC069777,1,0,0.195733404,0.065620086,0.095711506,0.124342233,1.41599734,1.093364711,0.120636728,7.67381E-05,0.050223442,7.18,1.535368125,3.01335E-05,565.3,87.16,89.29,24.3,19.68,11.05,0.084748812,0.330944635,0.161506979,1.687435348,
953,Shirpur Gold Refinery Ltd.,Wholesale trading,7633,L51900MH1984PLC034501,1,0,0.003753907,0.001455465,0.002148796,0.015864318,1.715068584,1.594705902,-0.141578282,0.000132851,0.107302202,1.33,1.219315418,2.13931E-05,2027.4,53.96,3.53,3.07,5.36,3.93,0.270963086,0.219855123,0.005426212,2.52523322,0.06
954,Shivalay Ispat & Power Pvt. Ltd.,Sponge iron,355205,U27102CT2004PTC016535,1,0,0.098768148,0.05007528,0.064685217,,1.458423493,1.010510046,,0.004018547,0.077566498,2.85,,0.000792007,139.1,31.08,60.73,42.83,,3.34,,,,,
955,Shivalik Agro Poly Products Ltd.,Plastic films & flexible packaging,221334,U15131HP1976PLC003703,1,0,0.095806502,0.083128918,0.123466885,,6.20341394,5.633001422,,0.007112376,0.455301172,53.13,,0.00076864,334.1,85.18,6.76,25.89,2.11,8.39,,,,,
956,Shivalik Bimetal Controls Ltd.,Steel,221335,L27101HP1984PLC005862,1,0,0.152948973,0.118243762,0.16670936,0.162187372,1.96130031,0.77003784,0.056835405,0.000515996,0.251805933,11.01,0.625106585,0.000184797,491.5,64.09,42.74,100.19,33.91,32.27,0.286538798,0.570570746,0.189704425,1.137935055,0.78
957,Shoppers Stop Ltd.,Retail trading,221948,L51900MH1997PLC108798,1,0,0.07689003,0.016202537,0.025961093,0.080901617,0.923614336,0.2246122,0.139322727,0.005493558,-0.061752754,11.25,1.541676469,0.001753242,-3001.4,3.33,111.72,,,93.66,-0.120787003,0.111961592,0.050779316,1.955977576,0.99
958,Shree Cement Ltd.,Cement,222402,L26943RJ1979PLC001935,1,0,0.076726415,0.077350695,0.09006531,0.174762641,2.00850045,1.209231791,0.479313129,0.000402388,0.156421559,4.91,0.447743605,7.3753E-05,19232.5,17.72,42.04,408.1,9.31,4.64,0.138417481,0.686313205,0.079698817,0.884900278,0.97
959,Shree Durga Syntex Pvt. Ltd.,Man-made filaments & fibres,425283,U17119GJ2003PTC041979,1,0,0.074199464,0.016985714,0.026169625,0.137825204,0.840262797,0.495195136,0.303782815,0.000392234,-0.034481645,2.51,1.71891649,5.3784E-05,-533.9,14.55,8.4,3.57,6.8,10.98,-0.126044667,0.17559847,0.095660796,3.655413381,
960,Shree Maheshwar Hydel Power Corpn. Ltd.,Conventional electricity,223050,U40101MP1993PLC007667,1,0,,,,,0.070545819,,0.065591665,1.92801E-05,,,6.090510447,,-4899.7,,,,,,-0.139639935,-0.001259686,,,
961,Shreno Ltd.,Other construction & allied activities,10564,U26100GJ1944PLC000345,1,0,0.296764546,0.159281058,0.26748711,,3.729797584,2.300957163,,0.000470736,0.415604631,214.37,,9.50872E-05,1708.8,28.94,66.44,101.87,115.18,106.42,,,,,1
962,Shri Lakshmi Metal Udyog Ltd.,Steel pipes & tubes,300974,U85110DL1994PLC224835,1,0,0.291320582,0.060472326,0.092994195,0.298563304,20.19678715,13.6686747,9.533923304,0.002008032,0.142868441,12.72,0.053444742,1.75303E-05,903.2,36.36,9.61,18.15,,3.42,0.675845555,0.849745585,0.4399132,4.730544747,
963,Shri Rathi Steel (Dakshin) Ltd.,Steel,29565,U74899DL1992PLC050960,1,0,0.029017528,0.004405779,0.00682113,0.049482536,1.845303867,1.427576267,-0.102672065,0.007686764,0.07478642,2.52,1.991293131,0.000722853,334.4,45.01,22.83,7.26,,6.88,0.360500216,0.193402329,0.032880552,4.820396723,
964,Shri Rathi Steels Ltd.,Steel,324684,U65993DL1992PLC046954,1,0,0.029172974,0.004930806,0.006070473,0.04231075,1.442310578,1.217554389,,0.00540135,0.068566112,1.78,2.498454883,0.000847378,294.8,51.88,21.84,12.79,,5.69,0.260401025,0.148926773,0.0230545,3.797809381,
965,Shrinath Rotopack Pvt. Ltd.,Plastic films & flexible packaging,413959,U25209TG2006PTC050109,1,0,0.010480981,0.005927137,0.015226611,0.083106393,1.171324575,0.744331018,0.036871926,0.000794913,0.013761859,1.38,4.061324612,0.000339546,80.8,77.74,67.05,46.6,8.65,16.75,0.018647588,0.177405954,0.020632356,1.355019617,
970,Shyam Ferro Alloys Ltd.,Ferro alloys,226063,U27109WB1995PLC071548,1,0,0.147411295,0.045068849,0.070053881,0.096920079,1.203119763,0.774216836,0.623808059,0.000593013,0.067778886,5.69,1.311063315,0.00019804,849.1,41.84,98.3,83.66,0.12,20.09,0.123473127,0.268351559,0.127617497,1.821704863,
971,Shyam Steel Inds. Ltd.,Steel,320035,U27100WB2002PLC094339,1,0,0.209282497,0.059390277,0.071729905,0.168391028,1.530734403,1.01899317,0.349541284,0.001995242,0.075861727,6,0.851589112,0.000353117,1222.8,34.52,18.01,25.18,3.8,6.42,0.20638323,0.445425239,0.195142534,2.72051849,
972,Shyam Steel Mfg. Ltd.,Steel,203777,U28999WB1991PLC051823,1,0,0.157209401,0.086614173,0.101487314,0.166251658,1.61324304,1.034779701,0.427068974,0.002173731,0.084120735,6.13,0.837624016,0.000432656,576.9,23.06,15.4,43.95,2.82,4.9,0.134253334,0.28428475,0.1619697,1.595960066,
973,Sidharth Papers Pvt. Ltd.,Paper & newsprint,226699,U21022DL1986PTC024268,1,0,0.022960211,0.012743125,0.022629605,0.05772782,1.439151321,0.912169736,0.126373626,0.001681345,0.129915294,2.02,1.744601146,0.000546249,523,83.5,95.51,58.39,0.56,10.26,0.209955841,0.298594942,0.036571658,1.616097953,
974,Sidwal Refrigeration Inds. Pvt. Ltd.,Diversified machinery,226788,U74899DL1965PTC008575,1,0,0.00391718,0.00262697,0.00262697,0.017098039,1.770246165,1.034249019,0.21799431,0.004994649,0.276457343,1.08,0.789222565,0.001808786,221,122.71,74.19,129.98,37.02,22.5,0.346666667,0.555764706,0.003294118,1.253960784,
975,Siechem Technologies Pvt. Ltd.,Computer software,329003,U67100TN1994PTC027463,1,0,0.312205764,0.107610718,0.159338267,0.217117723,1.316710183,1.295169713,0.45216487,0.001697128,0.093679503,10.72,1.826627525,0.000632757,236.7,99.26,105.86,,,2.94,0.144602602,0.32323294,0.245952715,1.54358849,
976,Siemens Ltd.,Diversified machinery,226821,L28920MH1957PLC010839,1,0,0.107430865,0.071217445,0.117784842,,1.788736202,1.617691672,,0.000330405,0.371296318,162.02,,0.000192945,46604,109.86,116.19,57.36,16.38,10.23,,,,,1.07
977,Sikka Ports & Terminals Ltd.,Shipping transport infrastructure services,196741,U45102GJ1997PLC031906,1,0,0.020230946,0.151039949,-0.017593636,0.055421538,16.4980212,16.23556078,0.254745867,1.19927E-05,1.792943119,0.96,0.60436649,5.10194E-06,70143.7,15.52,123.49,659.09,,,0.233488796,-0.109569839,-0.002291159,0.130226549,
978,Simpolo Vitrified Pvt. Ltd.,Ceramic products,383830,U26914GJ2007PTC051766,1,0,0.075294889,0.044265516,0.072196325,0.099910305,1.197619048,0.831428571,0.256416904,0.002380952,0.079593173,4.81,1.361774744,0.001067327,206.6,70.67,75.01,102.17,20.21,40.83,0.10294997,0.40831174,0.0933825,1.293452262,
979,Siyaram Silk Mills Ltd.,Cloth,228899,L17116MH1978PLC020451,1,0,0.084175841,0.055627959,0.087005296,0.111441618,1.691505647,0.976255273,0.264207405,0.000561301,0.199855926,4.15,0.95739484,0.00020182,3634.4,82.4,59.08,70.61,15.58,68.69,0.245141882,0.499166987,0.106720087,1.226593011,0.71
980,Skipper Ltd.,Other ferrous metal products,228995,L40104WB1981PLC033408,1,0,0.026636511,0.016682078,0.025565646,0.044044283,1.437671708,0.751161835,0.142266292,0.000308111,0.159588854,1.45,1.453756379,0.000139636,2985.7,98.83,104.52,56.42,19.18,61.59,0.187593461,0.327278553,0.030051898,1.175479712,0.52
981,Sleek International Pvt. Ltd.,Other consumer goods,227516,U31300MH1993PTC070859,1,0,-0.185368626,-0.106503079,-0.099412204,-0.08958661,0.723816679,0.37460556,-0.183563287,7.51315E-05,-0.196725135,,2.984780662,4.31537E-05,-421.7,60.49,38.19,80.76,2.33,60.14,-0.236856886,-0.509155246,-0.119692204,1.203999101,
983,Sneha Farms Pvt. Ltd.,Poultry & meat products,229705,U99999TG1994PTC018132,1,0,0.070778728,0.030977195,0.052662116,0.114741981,1.02864806,0.521495763,,0.005947291,0.001700778,2.35,2.122346564,0.001481109,38.4,24.75,532.41,13.76,,10.79,0.003300443,0.305462922,0.10219342,1.940549043,
984,Sobha Ltd.,Other construction & allied activities,229885,L45201KA1995PLC018475,1,0,0.061991839,0.085308015,0.129350923,0.034079091,1.067556158,0.325598473,0.027356219,0.001327969,-0.033780223,2.64,4.07305802,0.002772833,-1134.6,35.42,165.68,15.85,469.58,110,-0.010766013,0.099599382,0.04122512,0.318707585,0.62
985,Solar Industries India Ltd.,Other chemical products,230409,L74999MH1995PLC085878,1,0,0.181254497,0.115120068,0.179338873,0.198827314,1.721183638,1.398990426,0.647158635,0.00156658,0.045099265,25.62,0.366239196,0.000329564,750.1,40.32,23.93,23.8,6.36,2.32,0.062033262,0.593637063,0.246677528,1.375482761,0.98
986,Solara Active Pharma Sciences Ltd.,Drugs & pharmaceuticals,558588,L24230MH2017PLC291636,1,0,0.041235537,0.045353481,0.04582157,0.063316904,0.982156525,0.660655058,0.205292806,0.000207297,-0.034704445,1.9,0.882328577,0.000106116,-474.5,71.56,116.2,42.81,30.13,8.43,-0.026102407,0.030459226,0.034463979,0.752134401,0.72
987,Solitaire Energies Ltd.,Renewable electricity,386044,U11100GJ2008PLC107264,1,0,-0.114491331,-0.472972973,-0.353603604,0.017958868,0.139781591,,0.268606458,,1.732882883,0.48,-9.454693878,,384.7,,2697.44,,,,0.371439606,-0.790672975,-0.075794149,0.214347784,
988,Solitaire Industrial Infrastructure Pvt. Ltd.,Renewable electricity,422006,U45200GJ2008PTC107116,1,0,-0.001220008,,,,0.028869779,,,,,,,,-487.8,,,,,,,,,,
989,Solvay Specialities India Pvt. Ltd.,Polymers,375181,U74130GJ2005PTC062544,1,0,0.069444151,0.065694014,0.128869791,,2.153148129,1.681030113,,,0.206555411,,,,1033.5,54.85,183.35,69.18,0.59,59.97,,,,,
990,Somany Ceramics Ltd.,Wholesale trading,204550,L40200WB1968PLC224116,1,0,0.056194497,0.027384464,0.045753102,0.062062033,1.365945656,1.130855493,0.192092422,0.000246623,0.135704446,3.89,1.318756862,0.00010593,2295.4,96.48,90.21,88.85,3.8,28.86,0.167203275,0.305706502,0.056373013,1.23211346,0.79
991,Sonic Biochem Extractions Pvt. Ltd.,"Cosmetics, toiletries, soaps & detergents",231213,U24211MH1995PTC326716,1,0,0.039769979,0.01671863,0.021734219,0.057158049,1.185580096,0.608953203,0.079660332,0.003469578,0.049545886,1.71,1.919285991,0.000975935,219.3,54.52,25.53,34.67,0.78,29.66,0.097168683,0.208028712,0.042624839,1.961185697,
992,Sony India Pvt. Ltd.,Wholesale trading,231352,U74899DL1994PTC062781,1,0,0.190762674,0.01576154,0.02526677,,1.231083865,0.649395597,,0.00224304,0.037522283,33.06,,0.000351292,2408,17.21,52.93,,,34.12,,,,,
994,Space Textiles Pvt. Ltd.,Retail trading,467484,U17111TZ2006PTC012949,1,0,0.102738897,0.026705111,0.040733945,0.127258747,1.20329548,0.547539523,,0.007181029,0.004393185,6.29,1.949815707,0.001454013,41.9,16.03,8.47,45.98,2.74,36.96,0.013424324,0.280629245,0.124471357,3.05571575,
995,Speciality Restaurants Ltd.,Hotels & restaurants,232593,L55101WB1999PLC090672,1,0,-0.028548271,-0.018304654,-0.004965931,,1.877939914,1.763261803,,0.013905579,0.126746737,,,0.002298655,439,12.57,111.31,,,,,,,,1.03
996,Spectrum Coal & Power Ltd.,Diversified,357951,U10100DL1996PLC251093,1,0,0.041474565,0.11516056,0.164676903,0.071763536,1.600051796,1.45862828,0.1713,0.000129489,-0.236650005,2.2,1.408054069,0.00015105,-1316.2,69.44,310.69,203.08,2.71,46.3,-0.076961759,0.35304058,0.05355514,0.325213425,
997,Sree Narasimha Textiles Pvt. Ltd.,Cotton & blended yarn,233532,U17111TZ1976PTC000755,1,0,0.144409038,0.170924053,0.210869193,,,,,,0.412652152,616,,,240.7,10.83,18.58,198.8,11.82,25.92,,,,,
998,Sree Rayalaseema Hi-Strength Hypo Ltd.,Inorganic chemicals,371842,L24110AP2005PLC045726,1,0,0.06147319,0.029088062,0.066405638,0.176304755,1.563093923,1.290165746,0.42148352,0.001252302,0.084274222,6.29,0.505277798,0.000265182,591.9,37.78,25.56,25.21,1.06,7.02,0.140224112,0.658311814,0.110492526,1.663902774,0.83
1000,Sri Cheran Synthetics India Pvt. Ltd.,Diversified cotton textile,372994,U17111TZ2005PTC011749,1,0,0.06697861,0.030202556,0.046343742,0.208450292,1.597380524,0.892221556,,0.00439912,0.050201953,3.21,1.779132131,0.000709323,333.1,21.71,10.55,26.75,9.78,12.77,0.097397661,0.303245614,0.089912281,1.940116959,
1001,Sri City Pvt. Ltd.,Business services & consultancy,376699,U45201TN2005PTC057627,1,0,0.046193976,0.149934214,0.227046508,0.051483448,2.340626946,0.287855512,-0.087599676,0.004193481,1.868371375,2.31,1.17615876,0.009690108,3266.1,18.35,52.73,,2460.7,,0.510009369,0.121658339,0.061976889,0.272970019,
1002,Sri Gopikrishna Infrastructure Pvt. Ltd.,Electricity distribution,388756,U45400TG2007PTC055693,1,0,0.166379409,0.049829657,0.079097698,0.058936299,1.330982834,1.289188563,0.03508907,0.000360295,0.209109054,3.32,2.83826315,0.00027073,1215.3,231.49,191.28,,5.46,8.01,0.230677245,0.240604358,0.087256093,1.103143269,
1003,Sri Ramadas Motor Transport Ltd.,Retail trading,234608,U60231AP1944PLC000223,1,0,0.068297774,0.03989704,0.064079117,0.082232408,1.881200435,1.239465091,0.302842902,0.003576427,0.126442232,10.38,0.575114131,0.000559515,560,34.86,13.66,54.59,7.68,32.16,0.188730116,0.560427339,0.095645727,1.492619304,
1004,Srinivasa Cystine Pvt. Ltd.,Wholesale trading,235353,U24110TG1983PTC003897,1,0,0.322819612,0.397237102,0.466309557,,3.655745489,2.946818613,,0.00379867,0.518278357,,,0.000949893,551.5,1.94,29.95,565.48,,68.11,,,,,
1006,Star Cement Ltd.,Cement,347879,L26942ML2001PLC006663,1,0,0.21175059,0.150933714,0.165372955,0.17711628,2.510109532,2.281179398,0.998942285,0.00480453,0.252556949,15.2,0.476633469,0.001179767,4281.8,27.6,53.98,52.41,0.14,6.19,0.275823418,0.650212256,0.180607716,1.092123656,1.01
1007,Star Wire (India) Ltd.,Steel,236185,U27109DL1963PLC117600,1,0,0.050819857,0.05279732,0.078609715,0.073848386,1.379868892,0.7928958,0.078377857,0.000876591,0.165309883,3.5,1.110896729,0.000432071,986.9,100.92,29.82,49.18,13.77,61.27,0.143184621,0.324744287,0.068088502,0.866158868,
1009,Sterling Abrasives Ltd.,Abrasives,236735,U29259GJ1979PLC003467,1,0,0.149952245,0.103334796,0.14644581,,2.173044925,1.308374931,,0.000554631,0.238591487,10.84,,0.000130225,217.5,82.94,50.37,68,16.58,30.62,,,,,
1010,Sterling Agro Inds. Ltd.,Dairy products,236736,U01111DL1991PLC189775,1,0,0.115974396,0.044168384,0.046989554,0.158604464,2.171413625,1.464426877,0.623518435,0.005347594,0.123143179,3.91,0.636847781,0.000582655,2055.9,38.07,24.41,13.57,,26.98,0.276404948,0.546504437,0.105471901,2.244581877,
1011,Sterlite Technologies Ltd.,Wires & cables,236922,L31300MH2000PLC269261,1,0,0.171714288,0.10992674,0.171375055,0.125299016,0.924351249,0.820417416,0.139483473,8.18355E-06,-0.114751169,11.81,2.674474248,7.5736E-06,-5587.2,78.76,147.49,21.53,8.49,11.56,-0.095740087,0.251723842,0.142982967,0.83432777,0.78
1012,Studds Accessories Ltd.,Other automobile ancillaries,237336,U25208HR1983PLC015135,1,0,0.199525056,0.105507291,0.171728044,0.174955921,1.52434158,1.349827082,0.250940919,0.000266028,0.096768407,203.88,0.723147035,6.08143E-05,377.6,15.81,61.68,19.76,0.51,3.94,0.138701146,0.544188951,0.246143109,1.433330885,
1013,Suam Overseas Pvt. Ltd.,Man-made filaments & fibres,354104,U52322MH2002PTC135248,1,0,0.091935105,0.068717047,0.105448155,0.140380502,1.340118745,0.616624258,0.226774848,0.005513147,0.063093146,4.94,1.24715406,0.001317256,71.8,37.4,5.3,31.62,7.76,25.29,0.080828549,0.431498368,0.135089497,1.281098728,
1014,Sud-Chemie India Pvt. Ltd.,Other chemical products,257848,U24299KL1969PTC002217,1,0,0.252372491,0.185067722,0.289524983,,5.740732105,3.759073599,,7.77182E-05,0.601745331,188.38,,1.34344E-05,5957.7,65.39,44.54,48.8,25.64,52.33,,,,,
1015,Sudhakar Plastic Pvt. Ltd.,Other chemical products,238249,U25209TG1992PTC014067,1,0,0.108473401,0.040864286,0.062145049,0.133304068,2.040766208,1.01129666,0.090379638,0.002455796,0.138259678,3.51,2.109190173,0.000355999,211.8,35.03,8.21,29.25,,32.18,0.309920983,0.220661399,0.139303483,2.241586187,
1016,Sudhakar Polymers Pvt. Ltd.,"Plastic tubes, pipes, fittings & sheets",238250,U25203TG1995PTC020498,1,0,-0.0535766,-0.017196505,-0.014221974,0.042263784,1.080863887,0.374183827,,0.003013561,0.007250418,0.36,13.09931507,0.000565131,7.8,20.26,16.26,26.93,,31.17,0.018945834,-0.086956522,-0.037162983,2.613067768,
1017,Sula Vineyards Pvt. Ltd.,Beer & alcohol,481652,U15549MH2003PTC139352,1,0,0.033952935,0.044337096,0.06999713,0.053837519,1.135652058,0.705731166,0.053871743,0.001702327,-0.001147886,2.78,0.997021159,0.001362034,-4.8,112.61,149.77,8.01,210.85,36.82,-0.000738132,0.241907457,0.045010688,0.643036184,
1018,Sulphur Mills Ltd.,Pesticides,239015,U24110MH1960PLC011752,1,0,0.245154747,0.110896172,0.17091378,,2.243962159,1.468002226,,0.000723428,0.256823283,,,0.000191213,2071.1,66.93,83.64,29.45,,46.26,,,,,
1019,Suminter India Organics Pvt. Ltd.,Wholesale trading,377456,U51220MH2004PTC145857,1,0,0.015151515,0.010928962,0.016393443,,,,,0.074074074,0.491803279,1.43,,0.017291066,18,95.24,47.68,,,67.29,,,,,
1021,Sun Direct Tv Pvt. Ltd.,Media-broadcasting,390060,U92132TN2005PTC055398,1,0,0.253869448,0.033134007,0.033697585,0.294624442,0.083455158,,0.316903397,,-0.899573291,1.73,-4.074570557,,-12290.6,2.48,186.63,,,0,-1.069594201,-2.316163225,0.040066487,1.189001732,
1022,Sun Pharma Laboratories Ltd.,Drugs & pharmaceuticals,239751,U25200MH1997PLC240268,1,0,0.016611244,0.069802819,0.088769935,,2.044681781,1.462954184,,3.71806E-05,0.118900311,4.75,,9.14769E-06,5588.6,51.28,153.13,111.13,8.6,21.69,,,,,
1023,Sunbeam Auto Pvt. Ltd.,Other automobile ancillaries,239896,U27104HR1996PTC033093,1,0,0.166102515,0.046316688,0.068789609,0.155981194,1.435552499,0.87355482,0.449830508,0.000687669,0.064010368,19.65,0.697605675,0.000127395,854.5,47.63,56.42,17.6,12.27,16.79,0.148789831,0.57675431,0.159899007,2.324464566,
1027,Sundaram-Clayton Ltd.,Aluminium & aluminium products,240069,L35999TN1962PLC004792,1,0,0.094764435,0.065278467,0.070995652,0.139176054,0.976697736,0.450795764,,0.000142667,-0.02603283,3.39,1.882082298,5.1562E-05,-477.2,50.38,91.01,64.65,6.29,33.73,-0.030717734,0.413363373,0.083772127,1.179961378,0.85
1028,Sundram Fasteners Ltd.,Other automobile ancillaries,240215,L35999TN1962PLC004943,1,0,0.164185776,0.109216109,0.154914375,0.179053345,1.280518577,0.787780978,0.307048103,0.000213993,0.057039132,20.46,0.71399177,7.12856E-05,2282.9,66.07,50.08,34.14,13.56,22.77,0.071555515,0.591162836,0.194339877,1.254498666,0.93
1029,Sunflag Iron & Steel Co. Ltd.,Steel,240266,L27100MH1984PLC034003,1,0,0.085845139,0.049603272,0.078547112,0.092712856,1.506356224,0.661659196,0.251061654,9.17866E-05,0.117672652,5.43,0.748673507,2.96198E-05,2623.5,49.49,45.05,41.67,32.25,30.75,0.159527892,0.439259611,0.106485704,1.355692169,0.67
1030,Super Sales India Ltd.,Cotton & blended yarn,241501,L17111TZ1981PLC001109,1,0,0.025025236,0.020134001,0.020303194,,1.095913633,0.58003212,,0.00044611,0.016851651,1.53,,0.000174131,49.8,60.86,19.46,72.36,9.71,13.99,,,,,0.51
1031,Suprajit Engineering Ltd.,Other automobile ancillaries,241914,L29199KA1985PLC006934,1,0,0.13195881,0.108474256,0.165573925,0.125193244,1.771498366,1.312877562,0.313158457,0.000990328,0.217987718,12.44,0.467133605,0.000334348,2307.4,68.77,63.39,45.22,5.22,16.45,0.224348316,0.486976052,0.170405157,1.029178699,0.94
1032,Supreme Industries Ltd.,"Plastic furniture, floorings & miscellaneous items",242022,L35920MH1942PLC003554,1,0,0.213929079,0.082562236,0.121312027,0.22094933,1.424261103,0.626709745,0.591284964,0.000924617,0.055997192,18.52,0.472762402,0.00017401,3126.9,25.41,44.73,34.49,2.6,27.11,0.106549221,0.65415545,0.230827683,1.902760078,0.99
1033,Supreme Nonwoven Inds. Pvt. Ltd.,Cloth,34768,U17120MH1984PTC033072,1,0,0.034180299,0.018836076,0.038285955,0.094608116,1.725277023,0.883127744,0.299171843,0.000627221,0.124410174,2.67,0.753069577,0.000123681,324.3,44.21,39.99,89.35,18.12,7.94,0.180266815,0.26381323,0.055475264,1.448971651,
